Review_Text,Review_Title,Rating,Day,Month,Year
This earphone's audio quality and bass are amazing.  Still 3 star because of this products life. I have using this product for a  year. After a year this earphone's right side didn't work. This happens after theproduct 's warrenty is exceeded. So I am giving this an 3 star.,Not okay.,3,9,April,2023
"The Earphones are one of the best under 500 Rupees. The Sound quality is amazing and you won't face a problem with that if you're a normal user. You may only face a problem if you're a professional. The outer Build quality in best for this price and other items provided are also good. The problem is that the internal build quality, the wires inside the cable and the speaker inside the bud are of really bad quality. The Earpiece won't work if any of the internal parts are damaged. So You have to be very careful with the earpiece as it's fragile. You cannot throw it away and have to keep it in a safe place. Use it very gently or else one of the earpieces would stop working. I faced this problem and bought another one but even after using it as gently as possible it still broke. So it's your call. Do you want really good Sound But at the cost of a very fragile earpiece or would rather go for a good sound and good build quality product. Personally, i would say go for some other earPhone, Even if it's 100 bucks more, you at least don't have to take the pain of using it carefully and gently.",Good Product But you will face problems if you buy it,3,28,May,2017
"I am not a person who reviews a lot. I took some time to compare it with different earphones. This is my honest review. I am using 1More Piston and Samsung Level U. I bought this after seeing many positive reviews and my piston is almost damaged. I am comparing this with piston as it comes in the same price range.Build quality 4/5Noise cancellation 4.3/5Volume 5/5Bass 3.5/5 ( yes, this is mistaken as good bass due to the high volume )Comfort 2/5 ( This is one of the worst earphone I ever used, When you put this in your ear, it's like an air pump pushing inside. I tried changing all ear buds. But none helped. Comparing with my 1More piston. Piston is feather. First time I wore this earphone, what came to my mind was, is this thing original or did the seller gave me a replica?)My overall rating is 3, Buy this, if you travel a lot by bus or train. This have good noise cancellation and good volume. The sound quality is very distorted.",Not worth it,3,13,October,2019
"I picked up this pair in July. From day 1, I have been facing issues with this.From the start, audio was jarring a little when I connected the headphones to my laptop. But, when connected to my phone, it seemed to be working a little better. I assumed that this was maybe an issue with the ports on my laptop and phone.Over time, the audio quality started deteriorating. I had to have the jack inserted into my laptop and rotated until I could hear from both sides. When connecting it to my phone, there were times when the only thing I could hear was static, until I unplugged it, and plugged it back in again.Today was the best part of it - all of a sudden, the audio goes completely haywired, and voices became morphed into different tones altogether.The looks and design of this is quite good, but in terms of durability, it's just not worth the price. I have had headphones last me a year and a half at a minimum, and this set goes kaput within 6 months. It's absolutely not worth the price at all!",Avoid this at all costs!,3,7,November,2018
"Friends. As usual Amazon's delivery was great. I have a fair knowledge of earphones. This one, though its sound output is decent [not as good as the one i have, but still] is not good for long use. On the first day itself, after talking for an hour or so continuously i feel pain in my ears which i never felt using my old earphone. Though some of you might like the in-ear earphones and may be comfortable with, i would recommend the first time users not to go for the in-ear type to suggest to stay away from it. Please go for the ones which stays on the ear [not over the ear] which is called the earbud type i guess so you don't face what i did. Go for the types such as Philips SHM 3100 or Philips SHE1350 or the expensive one such as Philips SHE2000/10. Just gave these references because i could find the listing readily in Amazon...I was actually indicating the design type not the specific manufacturer. If you feel the earbud type falls off easily, please use the additional sponge. But believe me it will do a world of good to your ears.....",Decent one but strains the ears badly even after short usage...prefer the Earbud type. Always comfortable !,3,27,November,2017
Here are the problems that I faced with this product:-1. Firstly left earpiece was making a lot of static noise which was very noticeable during calling and instrumental music.2. Then I ordered a replacement thinking maybe I got a defective product.3. The replaced product too had the same problems i.e left side of the earphone was making static noise during call and music.4. I decided to keep and use the product thinking maybe these are just built like this.5. After 2 days the left earpiece kept on going on/off in between the songs and hence I decided to claim the refund for the product.Hence my experience with these earphones was not at all a memorable one.Talking about earphones itself they are a bang for buck product. The audio quality and bass is really good (at least better than other earphones in the same price range). The build quality is really tangle-free and quite sturdy.Overall you can buy this product without thinking twice; you will be satisfied.,The left earpiece kept on making static noise while playing music and during calling. #007,3,8,February,2020
"PLEASE READ IT TILL THE END FOR A TRUSTWORTHY REVIEW.Starting this review right off with the build quality, it's definitely quite good for the price. The metal casing and tangle free flat wires are something only very expensive earphones have, so a good thumbs up to BoAt for providing this at such an aggressive price.Talking about comfort, i didn't like them much honestly. They were decent at best. Neither uncomfortable nor very comfortable. Just manageable.Coming to the sound quality, now this is the tricky part.Some people will love it, some will hate it.Bass is quite good for the price. They're punchy and if you're an EDM fan or love those thumps in every music, this is the one to go with.The vocals were simply not good. Because of the extra bass, they get muffled up. So while you'll enjoy Badshah ke hiphops, Arijit Singh songs are something you'll not really like on these.Overall ratings:Build 9/10Comfort 8/10Sound:Bass: 9/10Vocals: 6/10Treble 7/10If this review was helpful, please consider marking it helpful. :)","Treat for bassheads, average for others.",3,26,August,2019
"I have been a boat customer for more than 5 years and have bought about 6 earphones ( one per year on an average). Definitely, I have to say this! The sound, Bass , Noise cancellation are some of the best features of Boat earphones. You can enjoy all your music tracks to the core , but mostly, less than a year. On a fine morning,with a fresh mental state, when you are all set for your morning country ride,there comes the hardest part! When you plug in your most loveable earphone to your device, You will find that one side of your earphone is not working! Oh man!! WTH...I am all set to have a good day! But this is really disappointing!! you will plug out and plug in a 100 times,and you will do all the crazy stuffs that may make the earphone to work,but still you are left with disappointment! This exactly happened with all my boat earphones in all these years! I would definitely recommend one to buy this earphone, if you are gonna use this earphone for less than a year. Cheers!!",Problem with the Boat Earphones!!!,3,29,June,2020
Pros:- Tangle-free wires- Decent sound quality- Lasts Almost a YearCons- The earbuds keep slipping off the ears(I tried all the ear-tips but the issue is with the fundamental design)- The microphone quality is not as good as the one's of it's competitive products,"Bought it on Feb17,22:One side stopped working on Frb09,23",3,9,February,2023
"I am reviewing this product after 8 months. I really liked the sound quality of it when I purchased it at first, but as time passed, the constant issue of adjusting the earbud drove me crazy. It is too heavy and keeps sliding off your ears and trust me, those ear supports do not work as they are extremely painful, slip off when you are running and you cannot listen to them while sleeping on your side. The most important thing is the durability which sucks as one of my earbuds stopped working after 8 months and I cannot claim my warranty as I have lost my card. The sound quality is extremely good and one of the best if you like great bass. It kind of distorts the beauty of old melodious songs, however. It is a good choice if you prefer listening in a rested position. Make sure to retain all the contents of the original box.",Great sound but poor durability,3,10,September,2020
"After using 3 days of continuous use:Pros1. Excellent bass2. Superior noise cancellation3. Good build quality4. Tangle free5. You can receive or reject phone callls or change any song through  the button in your mouthpiece6. Metal polished earpiece, so looks good and durable.7. 6 additional attachments given in the box8. 1 year carry in warrantyCons1. Heavy( not recommended for long term use) it may cause harm in your ear and numbness in ear.2. Sound clarity is not that much good as compared to sennheiser cx 1803. Too much bass can be harmful, remember this.4. No air entrainment in ear, so be careful about long term use.5. Sometimes it comes out from ear due to its heavy weight.6. Clarity in voice calls is really annoying.7. To claim your warranty, you have to go to their one and only service centre in mumbai, India.Overall :In 500 rupees it is best in this price range, but if you can spend a little more then this is not for you.",A balanced headphone for budget customers,3,30,January,2018
"I am writing this review after uses of this product for a 4 days, and then return to the seller.In short thi sound quality is too loud and not good to listen of music or for calling.Bass is high but very tough and not good for your ear.Wards Buds us made of metal, so not support in my ear.Overall build quality is good, but not sound.Lead quality is good.If you are going to search for calling or fir long time even for listening of soft sound, then it's not a good choice.I returned it to seller.Finally ism giving 3 star to this product, and that is only built quality.Sound experience is very poor.","Poor sound quality, Good build quality",3,5,September,2021
"The earphone does have excellent build quality. From its 3.5 mm pin to earheads, everything is well built. It has flat cables which are tangle free and also is very durable.As a person who uses my earphones for most of my call purposes, i can say that the mic has a decent performance.I have bought the one with red-black-green combination, it is a very beautiful piece to see.Also they provide rubber eartips in both pure black and red-gey combination.Speaking of in box contents, i chose earphones with carry case. So i got the earphone, carry case and also a lot of rubber eartips. They've included 6 black eartips and 6 red-grey ones in 3 different sizes. Also the carry case has a very good build, it will resist the earphone being crushed while being in a bag full of stuff. They've included 2 earhooks also.The thing that I'm most disappointed is its sound signature. Not that it's bad, but I've a different taste. The earphone has deep bass and at higher sound frequencies it's lacking. When i was watching movies i had a feeling of sounds with higher frequencies being suppressed. So if you're a person who likes balanced sound, this product is not for you.","Excellent build, good design and mediocre sound quality",4,26,November,2023
"A few days back, on 18th of Feb 2018, I bought this earphone worth Rs 599/- only. When it comes to earphones, my requirements will be like- durable, long lasting & clear sound quality; furthermore, something extra is always welcome ex: the extra-bass 😉. Anyways, after exploring too many reviews & websites, I found this earphone on the Amazon India website & when I looked at the quality offered by the company, I was pretty amazed. Thus, I decided to buy it without any further delay. With that said, I have personally tested this earphone for two weeks now, while average two hours of listening and today I want to discuss my experience, hehe, not to mention, with due honesty. So here we go:PROS:1.ACCESSORIES:The earphones come in a nice black color box & the thing that excites me the most is their tagline ’PLUG INTO NIRVANA'. I mean, on the way to meditation. Wow! Can you imagine?When you open up the box, it has 4 things: boat earphones, 5-pairs of ear tips, ear hooks & a cable manager.2.BUILT QUALITY:Comes with an affordable price, they are surprisingly made up of METAL & feel so attractive. Yes! The product is just the same as you are looking in the picture. No difference. Also, I found that it has 3.5mm audio jack, again made up of metal. In short, to me, they seem much durable & build quality is excellent.3.AUDIO QUALITY:Overall the sound & audio experience is pretty awesome. When I tested them on my android phone & P.C, I found that the earphone does what the company claims so far. They really sound BASSY compared to other counterparts. I found, the voice is pretty much clear & it has Noise cancellation feature too, that enables you to enjoy listening music in a chaotic and noisy environment. Woo! Isn’t that great?4.CABLE & MICROPHONE:Cable is big & flat made up of rubber. It is tangle free. The microphone is incredibly good. It also includes a multifunction button & to my surprise, the button does so many things at the same time. For example, it enables me to Play or Pause the music, Changes the tracks and Answer or ends the calls immediately. Yooo! ☺5.WARRANTY: one year.CONS:1.When I used the ear tips, I found that the ear tips are somewhat inflexible & when I use them for a longer period of time, they keep coming out of my ears, For this, you must have to use ear hooks to keep them stay on for longer. There is no other option!2.The vocals are average because I think the bass overpowers the vocals, however, when I rearrange the equalizer, the problem has resolved itself.!!After lots of trial & error, I come to the point that they are a steal at this reasonable price & perform far better than the equal counterparts like JBL, skull candy, MI basic etc. I will always recommend this to all the guys & gals, who seek durability & sound-clarity, hehe, like me.😉As a whole, I am satisfied with my purchase! The seller was Appario Retail Private Ltd & the delivery was very quick, after all, it was Amazon. Happy investing guys! Hope the above review will assist you to make a right decision. If you loved my review, please do press YES as an encouragement for the reviewers like me. Thank you!!!!","After lots of trial & error, I found that its pros overcomes the cons. Have a look..",4,17,March,2018
"Hai guys..!👋 This is my honest review for Boat Bassheads 225 after six months of usage....!🤔I am not going to write the specification once again and make this review a long essay..! It will be simple and easy to understand👎So lets begin…..👇  This is the first time I am using boat headphones and  I am not  at all disappointed with this product..My previous headphones are SONY and HP and this one is comparatively cheaper than them and thats the first point i wanna point out about this product.😎Now lets talk about my experience with the product.🤔------------------------------------------------------------------------------Packaging-:  👌  5/5  ✓ The product comes in a good quality plastic box with lots of extra ear buds and we can choose them as per our requirements(I really loved it alot).----------------------------------------------------------------------------Sound quality-:  👌  4/5  ✓The sound quality is premium and it copes up with our expectation in all aspects.✓ The vocals are excellent and very clear,treble is good.✓Bass is perfect in my opinion(Doesn’t  make sound uncomfortable by over powering)😘-----------------------------------------------------------------------------Design-:  👌  3/5 ✓“Brilliant design” in  a single word.✓The metallic part of the earphones makes it more attractive and  it fits well in the ear canal and it will not get  slipped easily.✓The cord is 1.5M long with an audio jack of 3.5mm which is gold plated.✓ The cords will not get tangled each other for any reasons(And this is the best thing for this headset)✓The mic is working perfectly and there is a clip which will be helpful to attach the headset with the the dress that we are wearing.------------------------------------------------------------------------------Price-:  👌  4/5✓ The price of the product is satisfactory when we compared to other headphones in the same range(Mic,extra buds and overall good built in quality)------------------------------------------------------------------------------Negatives-:👇1.The headsets is a bit heavy when we compare with other brands.👎2.The speakers have extra bass which makes me a bit uncomfortable when i tries to hear melancholy songs.👎3.The cords seems to be a bit fragile which makes me thinks that its not gonna lasts more.!(Its working fine till now,if i have any problems i will upadte it later)👎4.The mic is just a plastic piece which doesnt have good quality and it may get damaged easily(My mic has some some pressing issues while i try to attend the call.Sometimes i have to press it twice or thrice inorder to attend the call)👎-----------------------------------------------------------------------------Verdict-:👇  If you are looking for a headphone in a budget range ,then this product is ok for you and this product have two years of warranty so we don’t need to worry about the durability for atleast two years.😌-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-Thats all i wanna share about this product..!👆👉Thanks 4 reading👈",Is it really worth your money..?🤔.Read the review to know more..!👇,4,20,March,2018
"This is definitely one of the best budget earphone with no doubt. But there are few major cons that can be a deal-breaker for you. I'm gonna walk through every one of them, and also gonna talk about the pros of this earphone!*For one line conclusion you can just scroll down to the bottom!*CONS :-1. The L-shaped connector can be a real pain in the ass. It will interfere with the posture of the phone you will be using. Whenever you have to put your phone in pocket or place it on a plane surface with the earphones plugged in, you have to make sure that the L-shaped connector is aligned with the plane of mobile or else even a slight force on the connector would result in the earphone being disconnected and will sometimes even activate your Google Assistant and which will pause any media playing for few seconds. And when you are using the phone in landscape phone you will be forced to rotate the connector to 90 degrees for a good grip(if you are playing games).2. Next is the length and shape of the wire. Well the length is so long that it can sometimes make you irritated. It will be get stuck in any small hinge or even with your own hand. I personally have to make sure that I by mistake is not laying on the cable because its quite normal for such long wire to get at unusual places. And also the flat design will be a problem if you stay in a not very clean locality cause it will for sure collect insane amount of dust and eventually turn black(but yeah you can clean that up quite easily).PROS:-1. Well at this price point the quality of sound is amazing and yeah you can even would be able distinguish between a good streaming audio and the best quality audio. The Bass is amazing also. I've personally tried the JBL C100 (not sure about the model name though) and this earphone is quite similar to that. in view of sound quality. I have also tried out earphones worth 5000 INR and well you can'y really compare this with that.2. The second good thing is the mic of the earphone. It's quite good and it cancels quite a lot background noise also. If you are into games like PUBG Mobile or Fortnite Mobile you'll be quite satisfied while talking through  the voice chat.>>So what's the conclusion: Well if you want the best audio quality and you want to just feel the music and can trade off a bit, well this is the best you can get. If you can take care of this product then this will last more than a year and so.",**WRITING A REVIEW AFTER USING 6 MONTHS**,4,23,May,2019
"If you're someone who like bass mostly while listening to music, this ear phone is for you. Loud and full of bass, I hardly used them on full volume. I'm not fan of bass or loud thumping while listening to songs...but still enjoyed my playlists of various genres with it. Good for even enjoying movies and mobile gaming. Metal finish and flat wire makes it premium in this price range...although I like it but I want to mention that because of metal earplugs...it is a-bit heavy on ear and can cause pain on long use, also you don't enjoy it while you lay down side ways...as it pokes in ear (metallic-nature) causes pain. So keep it all in mind.This beautiful looking earphones comes with in-line mic and buttons that work as playback controls.The product package contains extra ear buds which are in various sizes( S, M & L). Overall it's a great product in my opinion. I got it for ₹499.","Best for Bass lovers, Metal-finish, Flat wire.",4,17,July,2023
"I've been using a lot of in ear headphones throughout my time. After my excellent JBL T110A was toast on one ear side, I had to look for a replacement.​This time, I didn't want to only focus on the audio output, but also on the build quality of the earphones themselves. I was done with these cables breaking off and going deaf at one ear all the time. So I found these, the bassheads 225 from a company called boAt.Like most people, I'm all about dat bass! So I wanted to make sure that these headphones were as good as my earlier JBLs. So are they better?Well, yes and no. They are certainly more rugged and durable. The flat cable is both thicker and more sturdy than the JBL' s flimsy round cables. These can take quite a lot of abuse, and still work just fine.The standard 11 mm drivers on these buds certainly have some manner of bass boost to them. They sound almost equal to any other pair of earphones in this price range.​Sure, my JBLs were slightly superior in matters of pure bass. But these aren't slouches either. Provided you have a good DAC on your phone/device, you just need to use a decent equalizer with these, and you can 'hear' wonders.They also have an inline one button microphone, to receive calls. The microphone is quite decent and the audio on the other end is quite acceptable in quality.There doesn't seem to be any noise cancellation on board, as I can pretty much hear the surrounding sounds. That never bothered me at all, as I like to be in touch with the surrounding world, a little bit! If you want serious noise cancelling buds, you should probably skip these bassheads.I did run into a small issue with the right ear tip size. There are multiple sized ear buds included within the package. But I found that the ones installed were a size too small, and the immediate next ones were a bit too big, at least for my ears.As a result, these weren't a perfect fit in my ear all the time. They slip out of my ears quite easily. Especially when I'm travelling, I find myself picking them up to tuck them back into my ears, more times than usual. So I swapped my old ear buds from the JBLs onto these, and now I'm good.These have been under my careless, abusive ownership for almost 4 months now. I'm happy to say that they're still perfectly intact and fully functional. That was my original intention and so should be yours, if you're gonna buy these.These earphones are geared more to people who want a long lasting pair with good sound quality, than a flimsy, delicate pair with great sound quality. And at the price of just 699 INR, you certainly won't be disappointed with the boAt bassheads 225.",Are these any good? Read my full review.,4,6,August,2017
I have been using wireless earphones for long tune but it is having some practical problems. So I searched for low priced wired earphone. I have used tis same boat earphone 4 yrs before until my friend took it.. This earphones have good sound quality for it's price and flat cable is tangle free hope it last long.. The earphone piece is look like made of metal which feel solid also heavy so sometime falling from ear but using perfect earpiece it fitted properly.. I felt the earbuds comes in package are not correct look like someone switched..,Wired earphones after longtime,4,21,October,2023
"Hey guys I order these earphones but getting the wrong item so I raise the request for to refund.But I have used my friend earphones of same company they gave a very clear sound to us and they are also the noise canclation.I thik it will to good  you order these earphones.It gives you a better experience of listening music, videos, movies, etc.",Nice sound quality,4,29,January,2024
"I recently purchased the boAt Bassheads 225 Wired in-ear earphones in the vibrant red color, and I am thoroughly pleased with my purchase. The audio quality is impressive, delivering deep bass and clear trebles that enhance my music and calls.Overall, the boAt Bassheads 225 offers a fantastic balance of audio quality, comfort, and style, making them a reliable choice for anyone seeking reliable wired earphones at an affordable price.",Very good product,4,6,January,2024
Used it for almost around 2 years and sound quality was really good. The product design is really awesome such that it completely avoids the outside disturbance. Quite good quality item. After 2 years mic has stopped working hence can't use it for calls but I can still use it for watching trainings and non mic usage purposes. Used generally for work calls and meetings. Completely satisfied with the product.,Nice product,4,9,December,2023
"So after a week of use & testing its REVIEW-TIME.===============1.) DELIVERY:- This was my first order from Amazon.in . I ordered it on 16th April afternoon & expected delivery was by 19th . However, they delivered it a day before on 18th noon. Packaging was pretty good with a bubble over the packet. Hence, totally satisfied with Amazon.==============2.) Boat Basshead 225 In-Ear extra bass Earphones :- So now coming to the actual product . At a pricepoint of Rs. 499/- they provide a complete box , along with plastic slots inside where earphones are intact (check images). Pretty good!.So here is  what you get inside the box :-1.) Boat basshead 225 In-Ear extra bass earphones2.) 6 pairs of different size earbud eartips (one fitted with the main unit & 5 other)3.) A collar clip for holding mic.4.) A over ear holder (rubber)5.) A BOAT warranty card.===============3.) Actual product (main unit) testing & usage review :-So, i simply plugged it in my Mi 3s & started listening to it. Initially i got to know that bass was amazing (as they say). Listened to some songs of 320kbps for getting to know true knowledge of earphones. However it started to feel a lil uncomfortable. So i swapped over some eartips & found the best fit for my ear. & then believe me it was completely amazing. Bass was lil extra but it does not ruins or overpowers the vocals. Noise cancellation is awesome.I watched a movie over it for 2 & a half hours & it was completely comfortable throughout, hence a good experience.With some appropriate equaliser settings & volume level, it just becomes beast. At high volumes, sound might feel a lil bursted since bass overpowers the vocals.Even during movement of the body, it keeps good hold over your ear , jus make sure for right size eartips. They even provide a over-ear holder too if in case it slips.Final verdict:-.Bass lovers will love to have it at such an amazing pricepoint of Rs 499/- . I can't compare it with other brands like JBL or Skullcandy but can compare with Sony over-the ear headphones MDR-ZX (white old model) & this one is the clear winner in both , noise cancellation & sound quality as well.If this review helps you in some or the other, please do hit the Helpful button. :)Thanks for reading.",The Budget Bass Beast 😍,4,25,April,2017
"DELIVERY and PACKAGING:The earphone box came in bubble plastic Amazon pouch.IN THE PACK:- Earphones- Set of 6 ear buds (one already attached)- A support clip and ear supportREVIEW:Reading a lot of positive reviews, I thought of trying the earphones myself when I had requirement for a daily use earphone.When you open the package, you see a small well packed earphone box with lot of ear buds (lots because normally you get 3 sets but here we have 6) and some other small accessories.After hearing to music via my Sony MP3 player and phone for few days, I would say the bass is nice and better than any other earphone in this price, but calling it extra bass would be too much. The sounds are clear and the plugs do a decent job in cancelling the surrounding noise.I tried using the earplug support so that that they don’t fall of my ear. For a while it was ok and felt good, but after few hours it somehow started to pain. Maybe I was not using it correctly, or it’s a design fault, but I ended up removing those.The provided ear buds provided were good but I still felt need for something better which could be softer. After trying many combinations but I ended up using the buds from my old Sony earphones. The noise cancellation was better, the sounds beats improved, and fall frequency of the earphones from my ear significantly dropped.PROS:- The wires are good. Tangle free flat cable- The bass is better than any other earphones (with mic) in this price point.- The sound quality is good enough for these earphones to be a daily accessory.- Mic is good and people were able to hear me good in crowded places as well- The mic button feedback is good and works as expectedCONS:- The earbud quality could have been better for better fit.- The earplug support could use a better design for longer wearing.VERDICT:For the price you pay, I would  say there could be no other alternate. The sound quality is good and decent base. Even it has few cons, but nothing of a deal breaker.Please hit the “YES” button If you found this Review Helpful. It encourages me to inspect more and more products so that you could buy only the Right Products.",Good base (not extra) and decent quality with some cons that can be ignored,4,18,October,2017
"After many days of research on good ear phones finally I decided to buy  BOAT BASE HEADS 225.....I have been using boat ear phones from past 15 days..I believe this 15days is enough to judge the performance of this product. Design and build quality.: 10/10 ( considering price the range ) I ordered black varrient , as usually black brings fantastic  look to this . Flat cable with soft rubber texture and metal made ear piece with gold colour 3.5 mm jack along with the MIC added  the premium look to the ear phones.thanks to the flat cable for saved me from Tangles.. :)Sound quality and base :  9/10I'm used this earphones with Moto .Lenovo, ViVO and Redmi 4 , Redmi note 4 ,I phone 5s and 6s .All the phones produces good output through this.Due to its extra base ,it is providing good sound .even you are in a hidh traffic you can clearly listen the audio without any noise.While listening the Bollywood and western music it gives awesome feeling..wherein, for music like melodies and other soft music it is not much impressive and also the performance of Mic is not upto the mark.Price and durability  :  10/10Even though I bought this product 15days ago...I'm used this product very badly.it feel down many times from pocket and Hits the floor many times..but nothing was happen to this .Comfortness and ease of use :7/ 10.Due to the flat cable it is very easy hold and carry ,no issues like wire Tangles.However I experienced an issue with  the ear piece like other users ,The ear piece is easily coming out from the ear very easily .( As per my usage experience I faced this issue  twice in every 14 mins).However you can minimise this issue by using different extra ear bud sets provided by Boat for free along with the package. And theFinally if you are looking for a great ear phones with Mic price  under 600 bucks , for modearte use with high durability please go for this.If you are a music lover and you listen the music most of the time in a day ..don't go for this.",Good ear phones for Great price.,4,1,August,2017
"I am using thes headphones for over a week now .The name strongly suggest these are filled with bass, but what I found is that bass is normal like ok ok you can feel it. But the quality of music is somewhat gets surpress by that bass.Go for Realme buds 2 or JBL for pure sound quality.",Headphones are ok ok,4,28,September,2023
"I bought the older version of Boat BassHeads 225 in Amazon almost 19 months ago. It worked perfectly fine without a single issue till last week.  Beacuse, unfortunately one of the earbud (with inline mic) stopped working along with the mic too! One cannot expect to last this earphones for such a long period of 19 months for such a low price compared to other high end earphones. Thanks to it's good but not great durability. I am saying this because the L shaped audio jack and the rubber price that connects the flat cable to the aluminium body of the earbuds weared out. But other than this issue, was pretty much happy with it's performance.This time I decided to buy the same earphones because it had upgraded the design in the areas where I found the issues in the older one. And I expected the same audio profile from the new one too. But damn!!! I was wrong.Boat has done a really good job in tweaking the bass in the new version. You can easily identify the difference in the bass when compared to the older model. You won't find it too overwhelming and it has got the perfectly balanced bass at this price budget. The higs are also pretty decent and nice to hear.But one cone which it retained was that it's mids is not improved like the bass. The vocals are little bit  muddy amdt unclear when the song which you are playing has chorus. So, if you are a serious music lover and looking for more vocal clarity , spend some extra bucks to get earphones with more vocals clarity or good mids.P.S:The reason why I decided to stick with these earphones is that I mainly use them to watch videos, play games and listen to songs sometimes when bored. I am musician too but I actually LOVE the audio profile in this earphones But if you are a serious audio profile freak, this isn't not the piece for you. But it won't disappoint you at the same time. Happy shopping!",Good improvement in Bass and durability compared to previous model.,4,14,November,2018
"I've personally used Boat BassHeads 225 In-Ear Headphones for more than two weeks (average daily two hours of listening) before writing this review and I'm pretty much impressed with them. I'm personally a fan of Extra Bass IEM's and currently, my primary IEM is Sony MDR-XB50AP which again falls under Extra Bass category. Comparing Sony MDR-XB50AP with Boat BassHeads 225 will be unfair since there is a big price difference between both of them, but I would still like to add that BassHeads 225 did a great job and didn't disappoint me, obviously it doesn't stand a chance in front of Sony MDR-XB50AP but still looking at the price of BassHeads 225 & the quality they offer, I was really very impressed. Boat BassHeads 225 turned out to be exceptional earphones, after testing them for more than two weeks with different devices & music players, I can say that they're amazing for the price, a pure steal deal. The bass output is amazing and is very intense, I'll recommend using correct size ear tips & good quality music player like Poweramp (Android) for better bass output. The treble is good & vocals are average, somewhere I feel that bass overpowers the vocals, but by tweaking the equalizer a bit you can achieve better results. The mids are again average. <><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><>Taking everything into account, overall I'm very impressed with Boat BassHeads 225. The Built quality is amazing, the performance is exceptionally good with powerful bass & good overall soundstage. Tweaking the equalizer a bit can bring drastic improvements to other areas like vocals, mids & highs. Overall the vocal & highs are good & mids are average but still good for the price. I'll recommend these IEM's to bass lovers & budget-conscious people who are looking for high quality & durable earphones at a reasonable price. Genres like EDM, Rock, Hip-Hop sound really great on them. Boat BassHeads 225 justify the price they come for, the results are very good as compared to other earphones in same price range. <><><><><><><><><><><><><><><><><><><><><>->Specification<-👉Having good clear sound👉Gold plated 3.5MM jack👉With surprising metal body👉Tangle free wire👉11 adustable ear budd👉1 in ear supporter👉Good nice packaging.",Best with the metal quallti in this price range😱😱!,4,16,July,2017
"If you've decided to buy this product it's important for you to know that, without any equaliser tweaks it isn't gonna feel like ""yeah, this is the product they (some popular youtubers) reviewed giving this headphone 4/5 or 5/5 overall rating, well for me honestly I hated the sound quality coming out of it on 1st impression, it felt like cheap local market headphones (unclear) the vocals of music felt very suppressed by the bass, even Spotify High quality streaming sounded like low quality and there was music distortion(at 60 volume level) which gave me the feeling that this is the worst headphone I've ever seen, disappointed, dissatisfied and what not. I was thinking about returning it, But the Bass god, I Loved it. 5/5 <3 I loved it so much that i started to give my decision a second thought before I return it to the seller, I opened equaliser  turned down the volume to 40% (still it's  hella loud trust me this headphone is the loudest among all of the headphones I've used in the past)and sarted to tweak a little started with Bass, trible letting the music play in background on Spotify I noticed a huge difference in sound quality it definitely got a lot better. After tweaking equaliser, I'll rate it like this------Sound quality 4/5,Bass Quality 5/5,Noise Cancellation Quality 3.5/5Build Quality 4/5Mic Quality 4/5LOUD✔️Durable wire?Idk.Let's find out.FINAL VERDICT,THIS HEADPHONE IS FOR MUSIC & BASS LOVER STRICTLY. (After using equaliser)CASUAL GAMERS,LOW ON BUDGET?I WOULD SUGGEST YOU TO STAY THE F** AWAY FROM THIS HEADPHONE (TESTED PC GAMES, BEFORE & AFTER USING EQUALISER,PUBG, PUBG LITE, BATTLEFIELD) BUY ANYTHING ELSE OR WHATEVER.",Things you should know before buying this headphone,4,4,March,2020
"I always try to buy good products at cost , less than there actual Value so try to buy these earphones at 400-500 levels..These earphones are value of money.I will give BUY call on these ones..",It's great buy. Value for money.,4,28,January,2024
"I recommend these earphones to everyone who enjoys pure bass. It feels heavy in the ears and may cause discomfort for a few days, but you will get used to it. Earphones can easily last up to two years, depending on usage. If you want clean music, go with JBL earphones.",Best value for money,4,4,October,2023
"Pros:-1_ Sound quality is decent, bass is upto the mark.2_ Wire material is sturdy and strong.3_ Non tangling earphone.4_ You get extra earbuds(3 pairs).5_ Earphone with microphone, has button for track change and pause/play.Cons:-1_ Overall the Earphone is a bit heavy.2_ The wire seems to be longer than an Earphone should have. It sometimes gets stuck. I am a fairly tall guy and still I find it long.3_ Not the most comfortable earphones. Earbuds don't properly adjust in ears, and the rubber hook(or whatever it is called) leads to ear pain.Edit:-So due to the length of the wire, one day my earphone's wire did get stuck at a table corner and broke. The wire got detached from the microphone. Although I registered a complaint, and they picked up my product to get it repaired, and later called me to say that they don't repair it. They will just replace it if warranty conditions are fulfilled. So a 600 ₹ practically flushed down the toilet.","Decent product, good sound quality, less comfort level",4,19,September,2018
